createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.decimals,token00.txCount,token00_creator_address,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_token,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,mint_ratio,swap_ratio,burn_ratio,swap_rate,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,initial_supply,receiver,current_token_total_supply,burn_amount,timestamp_creator_LP_amount,timestamp_creator_token_amount
11200753,2020-11-06,0x0498f580cae1e550f9f8a72a1c10ed128690294a,4e-17,2.51e-14,8e-17,0xceab6f5a856e929ca27e0d257f651d0a33f3e29e,Wormhole.finance,WHOLE,2.51e-14,18,25,0xc9b2fdf0ece3193b8f9b4625202dab09370b544d,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,52.0,40000.0,1604656708,2020-11-06 9:58,1,23,1,0,3495,30777,19,4,30777,burn,1604656708,2020-11-06 9:58,57.49368791,4e-17,-1.0,8.549166666666666h,True,1604656708,0.041666667,0.958333333,0.0,3.8,1442.22051,0xc9b2fdf0ece3193b8f9b4625202dab09370b544d,100.0,0.0,99928.0,0xc9b2fdf0ece3193b8f9b4625202dab09370b544d,99928.0,0.0,1442.22051,58633.5962
11200136,2020-11-05,0x662507c7e377f952e606a9e96f4244d138d86d95,1.8000000000000002e-14,5.600000000000001e-17,1.1200000000000002e-16,0xbdf91f019b5c3642b515c32ad2e8972c220af542,Andre YF Ass,aYFS,1.8000000000000002e-14,18,10,0xc9b2fdf0ece3193b8f9b4625202dab09370b544d,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,52.0,17000.0,1604625222,2020-11-06 10:13,1,8,1,0,931,7370,6,2,7370,burn,1604625222,2020-11-06 10:13,52.19378932,5.600000000000001e-17,-1.0,2.047222222222222h,True,1604625222,0.111111111,0.8888888890000001,0.0,2.0,940.2127419,0xc9b2fdf0ece3193b8f9b4625202dab09370b544d,100.0,0.0,100000.0,0xc9b2fdf0ece3193b8f9b4625202dab09370b544d,100000.0,0.0,940.2127419,82902.7769
12479315,2021-05-21,0x4ddb6432d6dd6d79fdb29c5c72a6defd16de5e20,3.2400000000000003e-13,4e-18,8e-18,0x78c01cd6d8ae54651ec38025abe34f9b0f8783ff,Baby Shiba Inu,🐶ShibaInu🐶,3.2400000000000003e-13,18,48,0xc9b1fddd5114062d0da5f8f7899338b88e8546ab,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,20.0,200000000.0,1621765963,2021-05-23 10:32,1,46,1,0,18556,144072,46,0,144072,burn,1621765963,2021-05-23 10:32,196.2008844,4e-18,-1.0,40.02h,True,1621765963,0.021276596,0.978723404,0.0,46.0,63245.5532,0xc9b1fddd5114062d0da5f8f7899338b88e8546ab,100.0,0.0,1000000000.0,0xc9b1fddd5114062d0da5f8f7899338b88e8546ab,100000000000.0,0.0,63245.5532,100000000.0
12572398,2021-06-05,0x10de29f694a7eb2b217b410221a3a6b7b8adff68,7.9e-17,1.29e-05,1.58e-16,0xff246d338b22f690686888053ef3e70d538d29b6,SPAGHETTI INU,SPAGHETTINU🍝,1.29e-05,9,6,0xc9ad9dbd870b37338cbed56603f789989581ea7c,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,3.0,500000000000.0,1622868698,2021-06-05 13:51,1,4,1,0,174,626,2,2,626,burn,1622868698,2021-06-05 13:51,3.028067973,7.9e-17,-1.0,0.1738888888888889h,True,1622868698,0.2,0.8,0.0,0.666666667,38.72983346,0xc9ad9dbd870b37338cbed56603f789989581ea7c,100.0,0.0,1000000000000.0,0xc9ad9dbd870b37338cbed56603f789989581ea7c,,490000000000,38.72983346,15050505050.5050182342529296875
11704415,2021-01-22,0x641657ea739dc1515c9197cef5f86484f5ed640d,0.022142587,999925.9545,0.022142587,0xe4df24e527b970c031f74fe2c1565e7b07a7d24f,UEC,UEC,999925.9545,18,9,0xc9ad47f8772df218c143c1554c41d3b0a67565a6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.2252,60733960,0.7,700.0,1611329916,2021-01-23 0:38,2,6,1,11544,13782,21459,3,3,23089,swap,1611327455,2021-01-22 23:57,0.83517046,0.000492224,-0.999410631,5.73h,True,1611327455,0.166666667,0.833333333,0.0,1.0,22.13594362,0xc9ad47f8772df218c143c1554c41d3b0a67565a6,100.0,0.0,1000000.0,0xc9ad47f8772df218c143c1554c41d3b0a67565a6,,0,22.13594362,300
12996213,2021-08-10,0xfc79d781e17faf8247b31a65ba046ed0345f5882,872.0155093000002,18.47664648,36.95329295,0x7f4d3682c16a22988c9887da19a3be508a605807,Cambodia K-POP Coin,CKC,872.0155093000002,18,91,0xc9a8cc362106aa371eeb01f5b433e8861f6080ce,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,0.5,30000.0,1636438421,2021-11-09 6:13,2,89,0,141822,609644,0,55,34,7855510,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636438421,0.022222222000000003,0.977777778,0.0,1.617647059,122.4744871,0xc9a8cc362106aa371eeb01f5b433e8861f6080ce,50.0,47.48488936,50000.0,0xc9a8cc362106aa371eeb01f5b433e8861f6080ce,50000.0,0.0,122.4744871,0.0
13451967,2021-10-20,0x0e32e19c23a417c0a4bc0aba9283723fe73d5b6f,2.7e-15,3.720000000000001e-07,5.39e-15,0xdb2163a06907b22ee3cd1eb3d32ce8df81aa986c,NBA Inu,NBA Inu,3.720000000000001e-07,9,9,0xc9a690d593107f3d01756920d956294d5bc4c229,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,4.0,1000000000.0,1634697668,2021-10-20 11:41,1,7,1,0,92,548,7,0,548,burn,1634697668,2021-10-20 11:41,5.388511356,2.7e-15,-1.0,0.15222222222222223h,True,1634697668,0.125,0.875,0.0,7.0,2.0,0xc9a690d593107f3d01756920d956294d5bc4c229,100.0,0.0,1000000000.0,0xc9a690d593107f3d01756920d956294d5bc4c229,,0,2.0,0
13052542,2021-08-19,0x2d5db897397143e202879fcad75ebd97c5e223f9,0.5529030629999999,93435005.92,0.5529030629999999,0xd3ff43aa2f5e87204a473c39fb8f2c7fffeda1db,QuickInu,QINU,93435005.92,18,22,0xc9a54c3ccea62a5ed0f05b95e6da353b880503cd,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,0.5,97826086.96,1629590334,2021-08-21 23:58,1,21,0,0,15368,0,11,10,255731,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1629590334,0.047619048,0.952380952,0.0,1.1,6993.786062,0xc9a54c3ccea62a5ed0f05b95e6da353b880503cd,100.0,0.0,100000000.0,0xc9a54c3ccea62a5ed0f05b95e6da353b880503cd,,0,0.0,8000000
11223039,2020-11-09,0x64773ccf042df7ccd3d3492299c707b82c19bd4e,5.8e-15,1.73e-16,1.73e-16,0x3630012dba09b52792bb15c3e07145e50a9d3bfa,DokiDokiAsuka,ASUKA,5.8e-15,18,6,0xc99f3128f18602f73af2b0b965ba6b3afa17c2f6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,1.0,39.0,1604924101,2020-11-09 21:15,1,4,1,0,810,2596,4,0,2596,burn,1604924101,2020-11-09 21:15,1.076394974,1.73e-16,-1.0,0.7211111111111111h,True,1604924101,0.2,0.8,0.0,4.0,6.244997998,0xc99f3128f18602f73af2b0b965ba6b3afa17c2f6,100.0,0.0,39.0,0xc99f3128f18602f73af2b0b965ba6b3afa17c2f6,,0,6.244998,0
11194272,2020-11-05,0x89ddbe2193df127bd52b46e7c67beae304526588,2.11e-14,4.8e-17,9.6e-17,0x35911214a14e2174ca310517f36f94549990386d,Gold Hoe Two,HOE,2.11e-14,18,6,0xc99f3128f18602f73af2b0b965ba6b3afa17c2f6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,2.0,888.0,1604572446,2020-11-05 19:34,1,4,1,0,4391,32085,2,2,32085,burn,1604572446,2020-11-05 19:34,2.000052235,4.8e-17,-1.0,8.9125h,True,1604572446,0.2,0.8,0.0,0.666666667,42.14261501,0xc99f3128f18602f73af2b0b965ba6b3afa17c2f6,100.0,0.0,888.0,0xc99f3128f18602f73af2b0b965ba6b3afa17c2f6,888.0,0.0,42.14261501,0.0
12366912,2021-05-04,0x6def4fc59b4a244afe2a89108cfeb51c7fdf5f1b,1e-18,0.002795005,2e-18,0xc0eef5968f7e4d3d22d22d4fca55e534ae732bf0,Skywalker,Skywalker,0.002795005,9,13,0xc99e75098058bd0fa64cea430f0284ad8391a1c8,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,4.0,4.46e+16,1620120870,2021-05-04 9:34,1,11,1,0,543,860,10,1,860,burn,1620120870,2021-05-04 9:34,4.824250039,1e-18,-1.0,0.2388888888888889h,True,1620120870,0.090909091,0.909090909,0.0,10.0,13349.23219,0xc99e75098058bd0fa64cea430f0284ad8391a1c8,100.0,0.0,1e+17,0xc99e75098058bd0fa64cea430f0284ad8391a1c8,,0,13349.23218766,1460900905956976
12615890,2021-06-11,0xbc98aefc9b7db65dfc737cdb45abe9d8dc6392b4,1e-18,1.69e-10,2e-18,0xc57efc9927d1dedb85000d98bd9f3b05b8c3c3e1,Elchapo,chapo,1.69e-10,18,11,0xc99c37186eb9315efd8fd3089615256ece510c80,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,17.0,500000000000.0,1623450760,2021-06-12 7:32,1,9,1,0,246,523,5,4,523,burn,1623450760,2021-06-12 7:32,17.22238394,1e-18,-1.0,0.14527777777777778h,True,1623450760,0.1,0.9,0.0,1.0,2915475.947,0xc99c37186eb9315efd8fd3089615256ece510c80,100.0,0.0,1000000000000.0,0xc99c37186eb9315efd8fd3089615256ece510c80,,500000000000,2915475.94742265,0
12726445,2021-06-29,0x5b87f4cf0b937f1bf1d616fc02960b9bd05bcc25,1e-18,0.00854991,1e-18,0xd2c8ac17f09e7dae091e360f0114af0d83dc8b09,MoonSpace FINANCE,MOONSPACE,0.00854991,9,18,0xc99be8e9d0d0a51f1189357f37601e8e47c93ce0,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,0.8,6e+16,1624947821,2021-06-29 6:23,1,16,1,0,1047,12081,10,6,12081,burn,1624947821,2021-06-29 6:23,0.826984595,1e-18,-1.0,3.3558333333333334h,True,1624947821,0.05882352900000001,0.941176471,0.0,1.428571429,6928.20323,0xc99be8e9d0d0a51f1189357f37601e8e47c93ce0,100.0,0.0,1e+17,0xc99be8e9d0d0a51f1189357f37601e8e47c93ce0,10000000000000.0,0.0,6928.20323,1525810000000000.0
12272259,2021-04-19,0x779f9174a3c56eb6a79a8b39944e7a65b48fb3a4,7.459999999999998e-07,1.36e-15,2.73e-15,0x786840e3a27553718759575b4f50243eda7fd632,Neo Doge,NOGE,7.459999999999998e-07,9,24,0xc9955a48e5b199908a11620ddcc54a8d27211807,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,4.0,4949494949.0,1618859957,2021-04-19 19:19,1,22,1,0,427,1099,17,5,1099,burn,1618859957,2021-04-19 19:19,6.06634969,1.36e-15,-1.0,0.30527777777777776h,True,1618859957,0.043478261,0.956521739,0.0,2.833333333,4.449492083,0xc9955a48e5b199908a11620ddcc54a8d27211807,100.0,0.0,10000000000.0,0xc9955a48e5b199908a11620ddcc54a8d27211807,,0,4.44949208,200000000
13514536,2021-10-29,0xe2e0a3df7f7f94962010f4664ca88619b60438e0,1.46e-09,1e-18,2e-18,0x5218c9b0b6c74aa5a56c786f15972706ae46f251,Inu to Neko,ITN,1.46e-09,18,9,0xc994694369b4eaebcc1eaa84b4cfe262a170a9c6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,3.5,10000000000000.0,1635545309,2021-10-30 7:08,1,7,1,0,86,1744,7,0,1744,burn,1635545309,2021-10-30 7:08,4.058,1e-18,-1.0,0.48444444444444446h,True,1635545309,0.125,0.875,0.0,7.0,5916079.783,0xc994694369b4eaebcc1eaa84b4cfe262a170a9c6,100.0,0.0,10000000000000.0,0xc994694369b4eaebcc1eaa84b4cfe262a170a9c6,,0,5916079.78309962,0
11167964,2020-11-01,0xe51f06106b920485819cadb5673876b5eb504abd,128571.9073,9.166830458,18.33366092,0x22ba7d9d6440d402272573ab5a7a52dc38ab387f,ddebt finance INCEPTION,DEBT,128571.9073,18,108,0xc9940b4cfafdda3684a1952955917e427ca78e19,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,60.0,19500.0,1606083460,2020-11-22 22:17,1,107,0,0,19651,0,70,37,1892602,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1606083460,0.009345794,0.990654206,0.0,1.891891892,1081.665383,0xc9940b4cfafdda3684a1952955917e427ca78e19,100.0,0.0,19500.0,0xc9940b4cfafdda3684a1952955917e427ca78e19,,0,0.0,0
12801120,2021-07-10,0xae7595742a73895b0b129726576282c653b0b26e,1.63e-11,1e-18,1e-18,0x9a915fdc719a38426b2032f64f81eec90a75acf9,Alpha Doge,AlphaDoge,1.63e-11,18,13,0xc98d6b8e9baa9ce46384106d2ec7b7e1e26cd762,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,1.0,30000000.0,1625940569,2021-07-10 18:09,1,11,1,0,331,762,1,10,762,burn,1625940569,2021-07-10 18:09,0.336752365,1e-18,-1.0,0.21166666666666667h,True,1625940569,0.083333333,0.916666667,0.0,0.090909091,5477.225575,0xc98d6b8e9baa9ce46384106d2ec7b7e1e26cd762,100.0,0.0,100000000.0,0xc98d6b8e9baa9ce46384106d2ec7b7e1e26cd762,,0,5477.22557505,3820000
11095479,2020-10-20,0x711a45ed4e6fea16700b8fdc8be884bcfaefdb28,2.69e-11,1e-18,1e-18,0x3d3ae68faaee23f7efce8a71d80e82410dc7670a,fuck DEFI,FDEFI,2.69e-11,18,10,0xc98cfe48046628583e51aa302123ceb8da7cfc8e,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.75,1000000000.0,1603229853,2020-10-21 6:37,1,8,1,0,191,428,7,1,428,burn,1603229853,2020-10-21 6:37,1.019973221,1e-18,-1.0,0.11888888888888889h,True,1603229853,0.111111111,0.8888888890000001,0.0,3.5,27386.12788,0xc98cfe48046628583e51aa302123ceb8da7cfc8e,100.0,0.0,1000000000.0,0xc98cfe48046628583e51aa302123ceb8da7cfc8e,,0,27386.12787526,0
12556960,2021-06-02,0xd21535152e4facf9c778794b1f5fe44362453be8,3.14e-09,1e-18,2e-18,0x4d7c1f1b15d86ca1cd86492c72ae0320164ac1f0,ShibaCandy,SHICAN,3.14e-09,18,9,0xc98b656c0336f242a45e8b0da6ab9266a9139230,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,48.0,500000000000000.0,1622663611,2021-06-03 4:53,1,7,1,0,414,1674,6,1,1674,burn,1622663611,2021-06-03 4:53,49.29635538,1e-18,-1.0,0.465h,True,1622663611,0.125,0.875,0.0,3.0,154919333.8,0xc98b656c0336f242a45e8b0da6ab9266a9139230,100.0,0.0,1000000000000000.0,0xc98b656c0336f242a45e8b0da6ab9266a9139230,,500000000000000,154919333.84829667,0
12040590,2021-03-15,0x01663351a8e9d8faa015456d41dc19db760e2e71,1.19336408,1684.827876,1.19336408,0xd4741f784dc651a5a93a1ea99ca4cb2c6aad1e9d,Non-Infinite Cosmic Optimism,NICO,1684.827876,18,33,0xc986ca9476edc3c021c04e3306f9e37eed9071ab,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,1.0,2000.0,1636523218,2021-11-10 5:46,1,32,0,0,3550812,0,20,12,20746509,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636523218,0.03125,0.96875,0.0,1.4615384619999998,44.72135955,0xc986ca9476edc3c021c04e3306f9e37eed9071ab,100.0,0.0,1000000.0,0xc986ca9476edc3c021c04e3306f9e37eed9071ab,1000000.0,0.0,44.72135955,998000.0
12775045,2021-07-06,0x9718c34bd986e4e0cb833d20cc39d0879214ef00,1.23e-05,8.7e-17,1.74e-16,0x37cdd403b38670706e79c6533a1c0fb5e722fb75,Bestie Inu,Bestie,1.23e-05,9,354,0xc983b287b0402eba68183e5c7f403a0514b222b7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,5.0,900000000000.0,1626461080,2021-07-16 18:44,1,352,1,0,8598,871228,171,181,871228,burn,1626461080,2021-07-16 18:44,5.791326075,8.7e-17,-1.0,242.0077777777778h,True,1626461080,0.002832861,0.997167139,0.0,0.93956044,67.08203932,0xc983b287b0402eba68183e5c7f403a0514b222b7,100.0,0.0,1000000000000.0,0xc983b287b0402eba68183e5c7f403a0514b222b7,10000000000.0,0.0,0.0,100000000000.0
12738195,2021-06-30,0xb1db822b99282a9f67de6b9f4d3f696880769335,0.00044,2.31e-14,4.63e-14,0xa7bf91f146bde63b17256610ed35c0265baca9be,Burning Inu,BURNINU,0.00044,5,15,0xc983afc063deee54f117f887fc5b40963c889bb2,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,11.0,250000000000.0,1625123139,2021-07-01 7:05,1,13,1,0,539,29456,12,1,29456,burn,1625123139,2021-07-01 7:05,12.13278278,2.31e-14,-1.0,8.182222222222222h,True,1625123139,0.071428571,0.928571429,0.0,6.0,0.524404424,0xc983afc063deee54f117f887fc5b40963c889bb2,100.0,0.0,500000000000.0,0xc983afc063deee54f117f887fc5b40963c889bb2,10000000000000.0,0.0,0.52440442,0.0
12738441,2021-06-30,0x6ea939f6f7727c5416f27eabfdf041430f9b4d6b,1e-18,1.02e-09,2e-18,0xc41c1693adbd7afde06659f6998614f010b3b3fd,SMC CORPORATION,SMC,1.02e-09,18,37,0xc98353bbf866089d63adcbeae2748140573008ef,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,10.0,30000000000000.0,1625101510,2021-07-01 1:05,2,34,1,676,1011,4832,29,5,4832,burn,1625101510,2021-07-01 1:05,19.39208012,1e-18,-1.0,1.3422222222222222h,True,1625101510,0.055555556,0.944444444,0.0,4.833333333,19777289.59,0xc98353bbf866089d63adcbeae2748140573008ef,100.0,0.0,100000000000000.0,0xc98353bbf866089d63adcbeae2748140573008ef,1000000000000000.0,0.0,19777289.59,21562300000000.0
13168760,2021-09-05,0xaf7f8ecedf090c56f2a79d9c151f3be65ae0e4fa,0.0008410269999999999,1.08e+16,0.001682054,0xd76fc982ad504484f1906357dcbf1662bb2070d0,Meteor Moon Mission,☄️ METEOR ✨,1.08e+16,9,106,0xc9800c496dd8be24dbe61c15ece7f3c5fcd6d8b5,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,12.0,748000000000.0,1630901167,2021-09-06 4:06,1,105,0,0,1743,0,86,19,15984,swap,1630901167,2021-09-06 4:06,31.99572776,0.0008410269999999999,-0.999973714,4.44h,True,1630901167,0.00952381,0.99047619,0.0,4.526315789,94.72767987,0xc9800c496dd8be24dbe61c15ece7f3c5fcd6d8b5,100.0,0.0,778000000000.0,0xc9800c496dd8be24dbe61c15ece7f3c5fcd6d8b5,778000000000.0,0.0,0.0,0.0
12317937,2021-04-26,0x1e054268b582fdbe4ab11b412593f471feccbf58,1e-18,0.007072475,2e-18,0xc55b74b58f74977311ce6e99b87c5353446be88b,Gokucoin,Goku,0.007072475,9,51,0xc97c6cfef634150b98dad84be33b2eebb177a055,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,6.0,5e+17,1619466641,2021-04-26 19:50,1,49,1,0,219,438,34,15,438,burn,1619466641,2021-04-26 19:50,7.888570662999999,1e-18,-1.0,0.12166666666666667h,True,1619466641,0.02,0.98,0.0,2.125,54772.25575,0xc97c6cfef634150b98dad84be33b2eebb177a055,100.0,0.0,1e+18,0xc97c6cfef634150b98dad84be33b2eebb177a055,,0,54772.25575052,15050505050505074
12272318,2021-04-19,0xe282c3d0c22824483a954131982f820d55223751,1.0,2.47e-10,4.94e-10,0x89fcf46929b734df1a228bdf2410b7d71c3a21da,Yamatoshi Protocol,YP,1.0,0,22,0xc97072a2edd07810b3b1648358d5e7cf5db58d41,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,3.6,94475138.0,1618862413,2021-04-19 20:00,1,20,1,0,961,2815,16,4,2815,burn,1618862413,2021-04-19 20:00,4.555444704,2.47e-10,-1.0,0.7819444444444444h,True,1618862413,0.047619048,0.952380952,0.0,3.2,1.84e-05,0xc97072a2edd07810b3b1648358d5e7cf5db58d41,100.0,0.0,100000000.0,0xc97072a2edd07810b3b1648358d5e7cf5db58d41,,0,1.844e-05,14500000
12754020,2021-07-03,0x4811cdbe4e9ace5fa0300efc76b6ea3b6090f781,9e-05,1.24e-13,2.47e-13,0xa25ab51f69fcb4add4f05c1d7ae51cd001010d62,Fantom Swap,FANSWAP,9e-05,5,16,0xc965921095d422e869ff056247c36964ab3f3735,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,12.0,10000000000.0,1625348630,2021-07-03 21:43,1,14,1,0,1173,41256,11,3,41256,burn,1625348630,2021-07-03 21:43,13.53682529,1.24e-13,-1.0,11.46h,True,1625348630,0.066666667,0.933333333,0.0,2.75,0.109544512,0xc965921095d422e869ff056247c36964ab3f3735,100.0,0.0,20000000000.0,0xc965921095d422e869ff056247c36964ab3f3735,1000000000000000.0,0.0,0.10954451,0.0
12563727,2021-06-03,0x087b7e6f6d99d927004307d17b6457a5e75a1514,2340000000000.0,0.045785398,0.045785398,0x2f1b026ac7b170a09253fcdc9cebd046b57b230e,Nagasaki Shiba,NIBBA,2340000000000.0,18,187,0xc9634bfac0f5e3c1c62edde374bce7f0b186f825,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,15.0,7000000000.0,1625863349,2021-07-09 20:42,1,186,0,0,28116,0,183,3,3110307,swap,1622764802,2021-06-04 0:00,1.505512482,0.010589888,-0.992965925,3.2666666666666666h,True,1622764802,0.005747126,0.994252874,0.0,57.0,324037.0349,0xc9634bfac0f5e3c1c62edde374bce7f0b186f825,100.0,0.0,10000000000.0,0xc9634bfac0f5e3c1c62edde374bce7f0b186f825,1000000000000.0,0.0,0.0,9995000000000.0
12739549,2021-07-01,0xbf112d9340471f54fd954ca2ce791e82d53af135,9.35e-10,1e-18,2e-18,0x54fcadfe6014bc1eee16699fa21bf0216f9183ab,Mini Floki,MiniFloki🐶,9.35e-10,18,15,0xc962d74d351a495e15bde3eb5105ac0b3630b6fa,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,5.0,5000000000000.0,1625136999,2021-07-01 10:56,1,13,1,0,1234,24776,10,3,24776,burn,1625136999,2021-07-01 10:56,5.354430237,1e-18,-1.0,6.8822222222222225h,True,1625136999,0.071428571,0.928571429,0.0,2.5,5000000.0,0xc962d74d351a495e15bde3eb5105ac0b3630b6fa,100.0,0.0,10000000000000.0,0xc962d74d351a495e15bde3eb5105ac0b3630b6fa,1000000000.0,0.0,5000000.0,0.0
12702414,2021-06-25,0xb973d768d1907f2d661a5cac80822b20edc2f83d,1.35e-09,1e-18,2e-18,0xbd0183ae6df551915b0a4c4fb9c4a0b68d58b7ec,Daddy Inu,DADDYINU,1.35e-09,18,9,0xc960de95856d4195df7a49623a679c7c00655efa,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,2.4,5000000000000.0,1624621777,2021-06-25 20:49,1,7,1,0,575,9277,7,0,9277,burn,1624621777,2021-06-25 20:49,2.557301912,1e-18,-1.0,2.5769444444444445h,True,1624621777,0.125,0.875,0.0,7.0,3464101.615,0xc960de95856d4195df7a49623a679c7c00655efa,100.0,0.0,10000000000000.0,0xc960de95856d4195df7a49623a679c7c00655efa,1e+18,0.0,3464101.615,0.0
11849710,2021-02-13,0xc92b1c381450c5972ee3f4a801e651257aed449a,30516843.0,103.1589642,206.3179284,0x0020d80229877b495d2bf3269a4c13f6f1e1b9d3,Dexmex,DEXM,30516843.0,18,13716,0xc9606b03123e2b4bf5f799a3a89105b792c1d0df,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,250.0,10000000.0,1636794055,2021-11-13 9:00,20,13675,12,1603480,2226433,3086460,7707,5968,23556078,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636794055,0.001459215,0.997665256,0.0008755289999999999,1.291387399,50000.0,0xc9606b03123e2b4bf5f799a3a89105b792c1d0df,25.0,43.21182529,50000000.0,0xc9606b03123e2b4bf5f799a3a89105b792c1d0df,50000000.0,0.0,0.0,1e-08
12757709,2021-07-03,0xa1d2bb754792c06ef2e943fb8be3afc73d22db9c,3.29e-10,1e-18,2e-18,0x70b360b8bcd54697736bb104aa750d9a39a4fdd7,Baby UFO,BabyUFO,3.29e-10,18,51,0xc95f0387284d053de09a9e046f7b8c6514b71f56,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,15.0,5000000000000.0,1625359948,2021-07-04 0:52,1,49,1,0,856,3181,45,4,3181,burn,1625359948,2021-07-04 0:52,26.39191729,1e-18,-1.0,0.8836111111111111h,True,1625359948,0.02,0.98,0.0,9.0,8660254.037999999,0xc95f0387284d053de09a9e046f7b8c6514b71f56,100.0,0.0,10000000000000.0,0xc95f0387284d053de09a9e046f7b8c6514b71f56,,4500000000000,8660254.03784439,326444846441.57916259765625
